movie,production_budget,domestic_gross_x,foreign_gross_x,year_x,title,domestic_gross_y,foreign_gross_y,year_y
Love the Coopers,18000000,26302731,42227490,2015,Love the Coopers,26300000.0,16100000,2015
The 33,25000000,12227722,28400715,2015,The 33,12200000.0,12700000,2015
The Peanuts Movie,99000000,130178411,250091610,2015,The Peanuts Movie,130199999.0,116100000,2015
Spectre,300000000,200074175,879620923,2015,Spectre,200100000.0,680600000,2015
Spotlight,20000000,45055776,92088460,2015,Spotlight,45100000.0,53200000,2015
Brooklyn,11000000,38322743,62076141,2015,Brooklyn,38300000.0,23800000,2015
Regression,20000000,55039,15824374,2015,Regression,55000.0,17600000,2016
Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,2015,Scouts Guide to the Zombie Apocalypse,3700000.0,12400000,2015
Burnt,20000000,13651946,36773510,2015,Burnt,13700000.0,23000000,2015
Suffragette,14000000,4702420,34044909,2015,Suffragette,4700000.0,11300000,2015
The Last Witch Hunter,80000000,27367660,130818912,2015,The Last Witch Hunter,27400000.0,119600000,2015
Jem and the Holograms,5000000,2184640,2368937,2015,Jem and the Holograms,2200000.0,149000,2015
Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,2015,Paranormal Activity: The Ghost Dimension,18300000.0,60600000,2015
Crimson Peak,55000000,31090320,74966854,2015,Crimson Peak,31100000.0,43600000,2015
Bridge of Spies,40000000,72313754,162498338,2015,Bridge of Spies,72300000.0,93200000,2015
Goosebumps,58000000,80069458,158905324,2015,Goosebumps,80100000.0,70100000,2015
Room,13000000,14677674,36262783,2015,Room,14700000.0,20700000,2015
Trash,12000000,17484,6553186,2015,Trash,17500.0,4800000,2015
Pan,150000000,35088320,151525973,2015,Pan,35100000.0,93300000,2015
Steve Jobs,30000000,17766658,35579007,2015,Steve Jobs,17800000.0,16700000,2015
The Martian,108000000,228433663,655271443,2015,The Martian,228400000.0,401700000,2015
Shanghai,50000000,46425,15505922,2015,Shanghai,46400.0,9200000,2015
The Walk,35000000,10161183,61492104,2015,The Walk,10100000.0,51000000,2015
Hotel Transylvania 2,80000000,169700110,469500298,2015,Hotel Transylvania 2,169700000.0,305100000,2015
The Intern,40000000,75764672,197115710,2015,The Intern,75800000.0,118800000,2015
Sicario,30000000,46889293,84393749,2015,Sicario,46900000.0,38000000,2015
Maze Runner: The Scorch Trials,61000000,81697192,310566162,2015,Maze Runner: The Scorch Trials,81700000.0,230600000,2015
Black Mass,53000000,62575678,98837872,2015,Black Mass,62600000.0,37200000,2015
The Perfect Guy,18000000,57027435,60278166,2015,The Perfect Guy,57000000.0,3200000,2015
The Visit,5000000,65206105,98677816,2015,The Visit,65200000.0,33200000,2015
The Transporter Refueled,22000000,16029670,69698495,2015,The Transporter Refueled,16000000.0,56600000,2015
A Walk in the Woods,8000000,29499394,37119358,2015,A Walk in the Woods,29500000.0,8000000,2015
We Are Your Friends,2000000,3591417,10153415,2015,We Are Your Friends,3600000.0,7500000,2015
No Escape,5000000,27288872,42844516,2015,No Escape,27300000.0,27100000,2015
American Ultra,28000000,14439985,30295028,2015,American Ultra,14400000.0,12700000,2015
Hitman: Agent 47,35000000,22467450,82182803,2015,Hitman: Agent 47,22500000.0,59900000,2015
Sinister 2,10000000,27740955,54104225,2015,Sinister 2,27700000.0,25100000,2015
The Man From U.N.C.L.E.,75000000,45445109,104949584,2015,The Man From U.N.C.L.E.,45400000.0,64400000,2015
Straight Outta Compton,28000000,161197785,202182981,2015,Straight Outta Compton,161200000.0,40400000,2015
Ricki and the Flash,18000000,26839498,41166033,2015,Ricki and the Flash,26800000.0,14500000,2015
Fantastic Four,120000000,56117548,167849187,2015,Fantastic Four,56100000.0,111900000,2015
Fantastic Four,87500000,154696080,333132750,2005,Fantastic Four,56100000.0,111900000,2015
Vacation,31000000,58884188,102306500,2015,Vacation,58900000.0,46000000,2015
Pixels,90000000,78765986,244041804,2015,Pixels,78700000.0,166100000,2015
Southpaw,30000000,52421953,94156456,2015,Southpaw,52400000.0,39500000,2015
Paper Towns,12000000,32000304,85450484,2015,Paper Towns,32000000.0,53500000,2015
Ant-Man,130000000,180202163,518858449,2015,Ant-Man,180200000.0,339100000,2015
Trainwreck,35000000,110212700,141123897,2015,Trainwreck,110200000.0,30600000,2015
The Gallows,100000,22764410,41656474,2015,The Gallows,22800000.0,20200000,2015
Minions,74000000,336045770,1160336173,2015,Minions,336000000.0,823400000,2015
Self/Less,26000000,12279691,33667319,2015,Self/Less,12300000.0,18200000,2015
Terminator: Genisys,155000000,89760956,432150894,2015,Terminator: Genisys,89800000.0,350800000,2015
Magic Mike XXL,14500000,66013057,123660597,2015,Magic Mike XXL,66000000.0,56500000,2015
Ted 2,68000000,81476385,217214143,2015,Ted 2,81500000.0,135200000,2015
Escobar: Paradise Lost,17000000,195792,3917679,2015,Escobar: Paradise Lost,196000.0,3600000,2015
Dope,7000000,17506470,18190831,2015,Dope,17500000.0,480000,2015
Inside Out,175000000,356461711,854235992,2015,Inside Out,356500000.0,501100000,2015
Jurassic World,215000000,652270625,1648854864,2015,Jurassic World,652300000.0,"1,019.4",2015
Me and Earl and the Dying Girl,8000000,6758416,9266180,2015,Me and Earl and the Dying Girl,6800000.0,2300000,2015
Insidious Chapter 3,10000000,52218558,120453155,2015,Insidious Chapter 3,52200000.0,60800000,2015
Entourage,30000000,32363404,46438538,2015,Entourage,32400000.0,16900000,2015
Aloha,37000000,21052030,25387091,2015,Aloha,21100000.0,5200000,2015
San Andreas,110000000,155190832,456258539,2015,San Andreas,155200000.0,318800000,2015
Tomorrowland,170000000,93436322,206627518,2015,Tomorrowland,93400000.0,115700000,2015
Mad Max: Fury Road,150000000,153636354,370098020,2015,Mad Max: Fury Road,153600000.0,224800000,2015
Pitch Perfect 2,29000000,184296230,287625468,2015,Pitch Perfect 2,184300000.0,103200000,2015
Hot Pursuit,35000000,34580201,45671512,2015,Hot Pursuit,34600000.0,17100000,2015
The D Train,3000000,669688,772366,2015,The D Train,673000.0,102000,2015
Avengers: Age of Ultron,330600000,459005868,1403013963,2015,Avengers: Age of Ultron,459000000.0,946400000,2015
The Water Diviner,22500000,4200117,31054727,2015,The Water Diviner,4200000.0,34000000,2015
The Age of Adaline,30000000,42629776,68984536,2015,The Age of Adaline,42600000.0,23000000,2015
Paul Blart: Mall Cop 2,38000000,71091594,107650646,2015,Paul Blart: Mall Cop 2,71000000.0,36600000,2015
Unfriended,1000000,32789645,64364198,2015,Unfriended,32500000.0,31600000,2015
Child 44,50000000,1224330,8004221,2015,Child 44,1200000.0,11700000,2015
Ex Machina,13000000,25440971,38358392,2015,Ex Machina,25400000.0,11400000,2015
The Longest Ride,34000000,37446117,63802928,2015,The Longest Ride,37400000.0,25500000,2015
Furious 7,190000000,353007020,1518722794,2015,Furious 7,353000000.0,"1,163.0",2015
Woman in Gold,11000000,33307793,58586407,2015,Woman in Gold,33299999.0,28300000,2015
Get Hard,40000000,90411453,106511453,2015,Get Hard,90400000.0,21400000,2015
While We're Young,10000000,7582065,17503828,2015,While We're Young,7600000.0,9700000,2015
Do You Believe?,2300000,12985600,14304931,2015,Do You Believe?,13000000.0,1400000,2015
The Gunman,40000000,10664749,18594227,2015,The Gunman,10700000.0,13500000,2015
Danny Collins,10000000,5637066,8465845,2015,Danny Collins,5600000.0,5200000,2015
The Divergent Series: Insurgent,110000000,130179072,295075882,2015,The Divergent Series: Insurgent,130199999.0,167100000,2015
Run All Night,50000000,26461644,66961644,2015,Run All Night,26500000.0,45200000,2015
The Second Best Exotic Marigold Hotel,10000000,33078266,90384306,2015,The Second Best Exotic Marigold Hotel,33100000.0,52900000,2015
Unfinished Business,35000000,10219501,13214051,2015,Unfinished Business,10200000.0,4200000,2015
Chappie,49000000,31569268,105002056,2015,Chappie,31600000.0,70500000,2015
The Lazarus Effect,5000000,25801570,38359310,2015,The Lazarus Effect,25800000.0,12600000,2015
The DUFF,8500000,34030343,43528634,2015,The DUFF,34000000.0,9500000,2015
Hot Tub Time Machine 2,14000000,12314651,12826644,2015,Hot Tub Time Machine 2,12300000.0,767000,2015
"McFarland, USA",17000000,44480275,45707924,2015,"McFarland, USA",44500000.0,1200000,2015
Kingsman: The Secret Service,94000000,128261724,404561724,2015,Kingsman: The Secret Service,128300000.0,286100000,2015
Fifty Shades of Grey,40000000,166167230,570998101,2015,Fifty Shades of Grey,166200000.0,404800000,2015
Jupiter Ascending,179000000,47482519,181982519,2015,Jupiter Ascending,47400000.0,136600000,2015
Seventh Son,95000000,17725785,108874967,2015,Seventh Son,17200000.0,97000000,2015
The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,2015,The SpongeBob Movie: Sponge Out of Water,163000000.0,162200000,2015
Project Almanac,12000000,22348241,32909437,2015,Project Almanac,22300000.0,10900000,2015
The Boy Next Door,4000000,36006065,53401938,2015,The Boy Next Door,35400000.0,17000000,2015
Mortdecai,60000000,7696134,30396134,2015,Mortdecai,7700000.0,39600000,2015
The Wedding Ringer,23000000,64460211,80171596,2015,The Wedding Ringer,64500000.0,15300000,2015
Blackhat,70000000,8005980,19665004,2015,Blackhat,8000000.0,11600000,2015
Still Alice,5000000,18656400,41699612,2015,Still Alice,18800000.0,25100000,2015
Paddington,55000000,76223578,258789097,2015,Paddington,76300000.0,191800000,2015
Selma,20000000,52076908,66776576,2015,Selma,52100000.0,14700000,2014
Taken 3,48000000,89256424,327656424,2015,Taken 3,89300000.0,237200000,2015
A Most Violent Year,20000000,5749134,8846875,2014,A Most Violent Year,5700000.0,6300000,2014
Unbroken,65000000,115637895,163527824,2014,Unbroken,115600000.0,47800000,2014
American Sniper,58000000,350126372,547326372,2014,American Sniper,350100000.0,197300000,2014
Into the Woods,56200000,128002372,213116401,2014,Into the Woods,128000000.0,85100000,2014
Big Eyes,10000000,14482031,27317872,2014,Big Eyes,14500000.0,14800000,2014
Mr. Turner,14000000,3958546,25187026,2014,Mr. Turner,4000000.0,18200000,2014
Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,2014,Night at the Museum: Secret of the Tomb,113700000.0,249500000,2014
The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,2014,The Hobbit: The Battle of the Five Armies,255100000.0,700900000,2014
Top Five,12000000,25317379,26001741,2014,Top Five,25300000.0,800000,2014
Inherent Vice,20000000,8110975,14772346,2014,Inherent Vice,8100000.0,6600000,2014
Exodus: Gods and Kings,140000000,65014513,268314513,2014,Exodus: Gods and Kings,65000000.0,203200000,2014
The Gambler,25000000,33680992,38718031,2014,The Gambler,33700000.0,5600000,2014
The Gambler,3000000,51773,101773,1999,The Gambler,33700000.0,5600000,2014
The Imitation Game,15000000,91125143,227740463,2014,The Imitation Game,91100000.0,142400000,2014
The Babadook,2000000,950792,7482387,2014,The Babadook,964000.0,9300000,2014
Penguins of Madagascar,132000000,83350911,366942531,2014,Penguins of Madagascar,83400000.0,289700000,2014
Horrible Bosses 2,40000000,54445357,105945357,2014,Horrible Bosses 2,54400000.0,53200000,2014
The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,2014,The Hunger Games: Mockingjay - Part 1,337100000.0,418200000,2014
Dumb and Dumber To,40000000,86208010,156553592,2014,Dumb and Dumber To,86200000.0,83600000,2014
Big Hero 6,165000000,222527828,652127828,2014,Big Hero 6,222500000.0,435300000,2014
The Theory of Everything,15000000,35893537,123327692,2014,The Theory of Everything,35900000.0,87800000,2014
Interstellar,165000000,188017894,666379375,2014,Interstellar,188000000.0,489400000,2014
Nightcrawler,8500000,32381218,50334418,2014,Nightcrawler,32400000.0,6300000,2014
John Wick,30000000,43037835,76235001,2014,John Wick,43000000.0,45700000,2014
Ouija,5000000,50856010,103300632,2014,Ouija,50900000.0,52700000,2014
The Best of Me,26000000,26766213,41059418,2014,The Best of Me,26800000.0,9200000,2014
Whiplash,3300000,13092006,38969037,2014,Whiplash,13100000.0,35900000,2014
Dracula Untold,70000000,55991880,220241723,2014,Dracula Untold,56300000.0,160800000,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",67000000.0,34400000,2014
The Judge,50000000,47119388,76119388,2014,The Judge,47100000.0,37300000,2014
St. Vincent,13000000,44137712,54837234,2014,St. Vincent,44100000.0,10700000,2014
Gone Girl,61000000,167767189,368567189,2014,Gone Girl,167800000.0,201600000,2014
Annabelle,6500000,84273813,256862920,2014,Annabelle,84300000.0,172800000,2014
The Boxtrolls,60000000,50837305,111946251,2014,The Boxtrolls,50800000.0,58400000,2014
The Equalizer,55000000,101530738,192903624,2014,The Equalizer,101500000.0,90800000,2014
The Maze Runner,34000000,102427862,348319861,2014,The Maze Runner,102400000.0,245900000,2014
This is Where I Leave You,20000000,34296320,41296320,2014,This is Where I Leave You,34300000.0,7000000,2014
A Walk Among the Tombstones,28000000,26017685,62108587,2014,A Walk Among the Tombstones,26300000.0,26900000,2014
The Drop,12600000,10724389,19054534,2014,The Drop,10700000.0,7900000,2014
Dolphin Tale 2,36000000,42024533,57824533,2014,Dolphin Tale 2,42000000.0,15800000,2014
The November Man,15000000,25018119,34820335,2014,The November Man,25000000.0,7500000,2014
If I Stay,11000000,50474843,78356170,2014,If I Stay,50500000.0,28400000,2014
The Expendables 3,100000000,39322544,209461378,2014,The Expendables 3,39300000.0,175300000,2014
The Giver,25000000,45090374,66540205,2014,The Giver,45100000.0,21900000,2014
The Hundred-Foot Journey,22000000,54235441,94270488,2014,The Hundred-Foot Journey,54200000.0,34600000,2014
Guardians of the Galaxy,170000000,333172112,770867516,2014,Guardians of the Galaxy,333200000.0,440200000,2014
A Most Wanted Man,15000000,17237855,36068890,2014,A Most Wanted Man,17200000.0,19000000,2014
And So It Goes,18000000,15160801,17920013,2014,And So It Goes,15200000.0,10200000,2014
Lucy,40000000,126573960,457507776,2014,Lucy,126700000.0,336700000,2014
The Purge: Anarchy,9000000,71562550,111534881,2014,The Purge: Anarchy,72000000.0,40000000,2014
Wish I Was Here,6000000,3591299,6591365,2014,Wish I Was Here,3600000.0,1900000,2014
Sex Tape,40000000,38543473,126069509,2014,Sex Tape,38500000.0,87500000,2014
Boyhood,4000000,25379975,57273049,2014,Boyhood,25400000.0,19100000,2014
Dawn of the Planet of the Apes,170000000,208545589,710644566,2014,Dawn of the Planet of the Apes,208500000.0,502100000,2014
Earth to Echo,13000000,38934842,42174545,2014,Earth to Echo,38900000.0,6400000,2014
Tammy,20000000,84525432,96407655,2014,Tammy,84500000.0,16000000,2014
Snowpiercer,40000000,4563029,88069880,2014,Snowpiercer,4600000.0,82200000,2014
Transformers: Age of Extinction,210000000,245439076,1104039076,2014,Transformers: Age of Extinction,245400000.0,858600000,2014
Begin Again,8000000,16170632,68838736,2014,Begin Again,16200000.0,47300000,2014
Jersey Boys,40000000,47047013,65282732,2014,Jersey Boys,47000000.0,20600000,2014
Think Like a Man Too,24000000,65028687,70027933,2014,Think Like a Man Too,65200000.0,5000000,2014
The Rover,8500000,1109199,3180252,2014,The Rover,1100000.0,2100000,2014
22 Jump Street,50000000,191719337,331333876,2014,22 Jump Street,191700000.0,139600000,2014
How to Train Your Dragon 2,145000000,177002924,614586270,2014,How to Train Your Dragon 2,177000000.0,444500000,2014
Edge of Tomorrow,178000000,100206256,370541256,2014,Edge of Tomorrow,100200000.0,270300000,2014
Maleficent,180000000,241407328,758536735,2014,Maleficent,241400000.0,517100000,2014
Blended,45000000,46290741,127990741,2014,Blended,46300000.0,81700000,2014
X-Men: Days of Future Past,200000000,233921534,747862775,2014,X-Men: Days of Future Past,233900000.0,513900000,2014
Million Dollar Arm,25000000,36447959,39217912,2014,Million Dollar Arm,36500000.0,2800000,2014
The Immigrant,16000000,2013456,7585011,2014,The Immigrant,2000000.0,3800000,2014
Neighbors,18000000,150086800,270944428,2014,Neighbors,150200000.0,120500000,2014
The Amazing Spider-Man 2,200000000,202853933,708996336,2014,The Amazing Spider-Man 2,202900000.0,506100000,2014
Brick Mansions,28000000,20396829,73421224,2014,Brick Mansions,20400000.0,48500000,2014
The Other Woman,40000000,83911193,195111193,2014,The Other Woman,25400.0,427000,2011
A Haunted House 2,4000000,17329487,21206861,2014,A Haunted House 2,17300000.0,6600000,2014
Transcendence,100000000,23022309,103039258,2014,Transcendence,23000000.0,80000000,2014
Heaven is for Real,12000000,91386097,100916299,2014,Heaven is for Real,91400000.0,9900000,2014
Oculus,5000000,27695246,44115496,2014,Oculus,27700000.0,16300000,2014
Rio 2,130000000,131538435,492846291,2014,Rio 2,131500000.0,368600000,2014
Draft Day,25000000,28842237,29847480,2014,Draft Day,28800000.0,620000,2014
The Railway Man,18000000,4438438,23910210,2014,The Railway Man,4400000.0,17900000,2014
Captain America: The Winter Soldier,170000000,259746958,714401889,2014,Captain America: The Winter Soldier,259800000.0,454500000,2014
Noah,130000000,101200044,352831065,2014,Noah,101200000.0,261399999,2014
Divergent,85000000,150947895,276014965,2014,Divergent,150900000.0,137900000,2014
Muppets Most Wanted,55000000,51178893,79312301,2014,Muppets Most Wanted,51200000.0,29200000,2014
Need for Speed,66000000,43568507,194169619,2014,Need for Speed,43600000.0,159700000,2014
Veronica Mars,6000000,3322127,3485383,2014,Veronica Mars,3300000.0,195000,2014
The Grand Budapest Hotel,31000000,59076019,163981261,2014,The Grand Budapest Hotel,59300000.0,115500000,2014
Mr. Peabody & Sherman,145000000,111506430,269806430,2014,Mr. Peabody & Sherman,111500000.0,164200000,2014
Son of God,22000000,59700064,70949793,2014,Son of God,59700000.0,8100000,2014
Non-Stop,50000000,91742160,222383055,2014,Non-Stop,92200000.0,130600000,2014
3 Days to Kill,28000000,30697999,38959900,2014,3 Days to Kill,30700000.0,21900000,2014
Pompeii,80000000,23169033,108469033,2014,Pompeii,23200000.0,94600000,2014
The Monuments Men,70000000,78031620,158702748,2014,The Monuments Men,78000000.0,77000000,2014
Labor Day,18000000,13371528,14189810,2014,Labor Day,13400000.0,6900000,2014
That Awkward Moment,8000000,26068955,53068955,2014,That Awkward Moment,26100000.0,14400000,2014
"I, Frankenstein",65000000,19075290,74575290,2014,"I, Frankenstein",19100000.0,52100000,2014
Jack Ryan: Shadow Recruit,60000000,50577412,131377412,2014,Jack Ryan: Shadow Recruit,50600000.0,84900000,2014
The Nut Job,30000000,64251538,122529966,2014,The Nut Job,64300000.0,56600000,2014
Devil's Due,7000000,15821461,36146087,2014,Devil's Due,15800000.0,21100000,2014
Ride Along,25000000,134202565,153733800,2014,Ride Along,134900000.0,19500000,2014
The Legend of Hercules,70000000,18848538,58953319,2014,The Legend of Hercules,18800000.0,42400000,2014
Paranormal Activity: The Marked Ones,5000000,32462372,90904854,2014,Paranormal Activity: The Marked Ones,32500000.0,58400000,2014
The Wolf of Wall Street,100000000,116900694,389870414,2013,The Wolf of Wall Street,116900000.0,275100000,2013
Lone Survivor,40000000,125095601,149804632,2013,Lone Survivor,125100000.0,29700000,2013
Grudge Match,40000000,29807260,69807260,2013,Grudge Match,29800000.0,15100000,2013
August: Osage County,25000000,37738810,50738810,2013,August: Osage County,37700000.0,36500000,2013
47 Ronin,175000000,38362475,151716815,2013,47 Ronin,38400000.0,113400000,2013
The Secret Life of Walter Mitty,91000000,58236838,187861183,2013,The Secret Life of Walter Mitty,58200000.0,129900000,2013
Dhoom 3,24000000,8031955,11723620,2013,Dhoom 3,8000000.0,80000000,2013
Walking with Dinosaurs,80000000,36076121,123368842,2013,Walking with Dinosaurs,36100000.0,90500000,2013
Anchorman 2: The Legend Continues,50000000,127352707,172185754,2013,Anchorman 2: The Legend Continues,125200000.0,46300000,2013
Saving Mr. Banks,35000000,83299761,114962525,2013,Saving Mr. Banks,83300000.0,34600000,2013
Tyler Perry's A Madea Christmas,25000000,52543354,52543354,2013,Tyler Perry's A Madea Christmas,52500000.0,853000,2013
American Hustle,40000000,150117807,257878294,2013,American Hustle,150100000.0,101100000,2013
The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,2013,The Hobbit: The Desolation of Smaug,258399999.0,700000000,2013
Inside Llewyn Davis,11000000,13248209,32943247,2013,Inside Llewyn Davis,13200000.0,19700000,2013
Khumba,15000000,0,20898221,2013,Khumba,1000.0,27200000,2013
Out of the Furnace,22000000,11330849,15434375,2013,Out of the Furnace,11300000.0,4300000,2013
Mandela: Long Walk to Freedom,35000000,8323085,29890402,2013,Mandela: Long Walk to Freedom,8300000.0,19000000,2013
Homefront,22000000,20158492,51695362,2013,Homefront,20200000.0,22900000,2013
Black Nativity,17500000,7018188,7285135,2013,Black Nativity,7000000.0,436000,2013
The Hunger Games: Catching Fire,130000000,424668047,864868047,2013,The Hunger Games: Catching Fire,424700000.0,440300000,2013
Frozen,150000000,400738009,1272469910,2013,Frozen,400700000.0,875700000,2013
Delivery Man,22000000,30659817,70536870,2013,Delivery Man,30700000.0,19300000,2013
Philomena,12000000,37709979,98963392,2013,Philomena,37700000.0,62400000,2013
The Best Man Holiday,17000000,70525195,72835710,2013,The Best Man Holiday,70500000.0,2300000,2013
Nebraska,12000000,17654912,24761360,2013,Nebraska,17700000.0,10000000,2013
The Book Thief,19000000,21488481,76086711,2013,The Book Thief,21500000.0,55100000,2013
Thor: The Dark World,150000000,206362140,644602516,2013,Thor: The Dark World,206400000.0,438200000,2013
Free Birds,55000000,55750480,110387072,2013,Free Birds,55800000.0,54600000,2013
About Time,12000000,15323921,89309178,2013,About Time,15300000.0,71800000,2013
Ender's Game,110000000,61737191,127983283,2013,Ender's Game,61700000.0,63800000,2013
Mr. Nobody,46500000,3622,22254,2013,Mr. Nobody,3600.0,3500000,2013
Dallas Buyers Club,5000000,27298285,60611845,2013,Dallas Buyers Club,27300000.0,27900000,2013
The Counselor,25000000,16973715,71009334,2013,The Counselor,17000000.0,54000000,2013
Jackass Presents: Bad Grandpa,15000000,102003019,160903019,2013,Jackass Presents: Bad Grandpa,102000000.0,49800000,2013
Escape Plan,70000000,25135965,103735965,2013,Escape Plan,25100000.0,112200000,2013
The Fifth Estate,26000000,3254172,6154172,2013,The Fifth Estate,3300000.0,5300000,2013
12 Years a Slave,20000000,56671993,181025343,2013,12 Years a Slave,56700000.0,131100000,2013
Machete Kills,20000000,8008161,18273009,2013,Machete Kills,8000000.0,7000000,2013
Captain Phillips,55000000,107136417,220648184,2013,Captain Phillips,107100000.0,111700000,2013
Gravity,110000000,274092705,693698673,2013,Gravity,274100000.0,449100000,2013
Runner Runner,30000000,19316646,60512680,2013,Runner Runner,19300000.0,43400000,2013
Metallica Through the Never,18000000,3419967,9082906,2013,Metallica Through the Never,3400000.0,4600000,2013
Baggage Claim,8500000,21569509,22885836,2013,Baggage Claim,21600000.0,887000,2013
Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,2013,Cloudy with a Chance of Meatballs 2,119800000.0,154500000,2013
Don Jon,5500000,24477704,41268579,2013,Don Jon,24500000.0,6000000,2013
Prisoners,46000000,61002302,113402302,2013,Prisoners,61000000.0,61100000,2013
Battle of the Year,20000000,8888355,16723377,2013,Battle of the Year,8900000.0,7700000,2013
Enough Said,8000000,17550872,25621449,2013,Enough Said,17600000.0,7700000,2013
Insidious Chapter 2,5000000,83586447,161921515,2013,Insidious Chapter 2,83600000.0,78300000,2013
Riddick,38000000,42025135,94763758,2013,Riddick,42000000.0,56300000,2013
One Direction: This is Us,10000000,28873374,68541786,2013,One Direction: This is Us,28900000.0,39700000,2013
The World's End,20000000,26004851,47508505,2013,The World's End,26000000.0,20100000,2013
The Mortal Instruments: City of Bones,60000000,31165421,75965567,2013,The Mortal Instruments: City of Bones,31200000.0,64200000,2013
Paranoia,40000000,7388654,16340767,2013,Paranoia,7400000.0,6400000,2013
Lee Daniels' The Butler,30000000,116632095,177025498,2013,Lee Daniels' The Butler,116600000.0,60000000,2013
Ain't Them Bodies Saints,5000000,391611,1075009,2013,Ain't Them Bodies Saints,397000.0,635000,2013
Kick-Ass 2,28000000,28795985,63129909,2013,Kick-Ass 2,28800000.0,32000000,2013
Jobs,18000000,16131410,43402515,2013,Jobs,16100000.0,19800000,2013
Elysium,120000000,93050117,286192091,2013,Elysium,93100000.0,193100000,2013
Percy Jackson: Sea of Monsters,90000000,68559554,200859554,2013,Percy Jackson: Sea of Monsters,68600000.0,131300000,2013
We're the Millers,37000000,150394119,267816276,2013,We're the Millers,150400000.0,119600000,2013
2 Guns,61000000,75612460,132493015,2013,2 Guns,75600000.0,56300000,2013
The Smurfs 2,110000000,71017784,348547523,2013,The Smurfs 2,71000000.0,276500000,2013
Blue Jasmine,18000000,33404871,102912961,2013,Blue Jasmine,33400000.0,64099999,2013
The Wolverine,115000000,132556852,416456852,2013,The Wolverine,132600000.0,282300000,2013
The Conjuring,20000000,137400141,318000141,2013,The Conjuring,137400000.0,182100000,2013
Only God Forgives,4800000,775849,4494560,2013,Only God Forgives,779000.0,9900000,2013
R.I.P.D.,130000000,33618855,79076678,2013,R.I.P.D.,33600000.0,44700000,2013
Turbo,135000000,83028130,286896578,2013,Turbo,83000000.0,199500000,2013
Pacific Rim,190000000,101802906,411002906,2013,Pacific Rim,101800000.0,309200000,2013
Fruitvale Station,900000,16098998,17549645,2013,Fruitvale Station,16100000.0,1300000,2013
Grown Ups 2,80000000,133668525,247023808,2013,Grown Ups 2,133699999.0,113300000,2013
Despicable Me 2,76000000,368065385,975216835,2013,Despicable Me 2,368100000.0,602700000,2013
Kevin Hart: Let Me Explain,2500000,32244051,32327255,2013,Kevin Hart: Let Me Explain,32200000.0,74000,2013
The Lone Ranger,275000000,89302115,260002115,2013,The Lone Ranger,89300000.0,171200000,2013
White House Down,150000000,73103784,205440387,2013,White House Down,73100000.0,132300000,2013
The Heat,43000000,159581587,229727774,2013,The Heat,159600000.0,70300000,2013
World War Z,190000000,202359711,531514650,2013,World War Z,202400000.0,337600000,2013
Monsters University,200000000,268488329,743588329,2013,Monsters University,268500000.0,475700000,2013
Man of Steel,225000000,291045518,667999518,2013,Man of Steel,291000000.0,377000000,2013
This is the End,32000000,101470202,126539117,2013,This is the End,101500000.0,24600000,2013
The Internship,58000000,44672764,93672764,2013,The Internship,44700000.0,48800000,2013
The Purge,3000000,64473115,91266581,2013,The Purge,64500000.0,24900000,2013
After Earth,130000000,60522097,251499665,2013,After Earth,60500000.0,183300000,2013
The East,6500000,2274649,3027956,2013,The East,2300000.0,99700,2013
Now You See Me,75000000,117723989,342769200,2013,Now You See Me,117700000.0,234000000,2013
Before Midnight,3000000,8110621,23251930,2013,Before Midnight,8100000.0,3100000,2013
Epic,100000000,107518682,262794441,2013,Epic,107500000.0,160900000,2013
Star Trek Into Darkness,190000000,228778661,467381584,2013,Star Trek Into Darkness,228800000.0,238600000,2013
Iron Man 3,200000000,408992272,1215392272,2013,Iron Man 3,409000000.0,805800000,2013
Mud,10000000,21590086,31556959,2013,Mud,21600000.0,11000000,2013
The Big Wedding,32500000,21819348,48425971,2013,The Big Wedding,21800000.0,24700000,2013
Oblivion,120000000,89107235,287916633,2013,Oblivion,89100000.0,197100000,2013
Trance,16000000,2322593,22594052,2013,Trance,2300000.0,21900000,2013
Trance,950000,0,0,2012,Trance,2300000.0,21900000,2013
The Place Beyond the Pines,15000000,21403519,47011449,2013,The Place Beyond the Pines,21400000.0,14100000,2013
G.I. Joe: Retaliation,140000000,122523060,375740705,2013,G.I. Joe: Retaliation,122500000.0,253200000,2013
Olympus Has Fallen,70000000,98927592,172878928,2013,Olympus Has Fallen,98900000.0,71300000,2013
The Sapphires,9000000,2450867,20395040,2013,The Sapphires,2500000.0,18000000,2013
On the Road,25000000,720828,9313302,2013,On the Road,744000.0,8000000,2012
The Croods,135000000,187168425,573068425,2013,The Croods,187200000.0,400000000,2013
The Incredible Burt Wonderstone,32000000,22537881,27392609,2013,The Incredible Burt Wonderstone,22500000.0,4900000,2013
